name,birthdate,group,source,ohang_vector
송,1995-02-08,iKON,kaggle,"[0.2727272727, 0.2272727273, 0.1818181818, 0.1818181818, 0.1363636364]"
송희,1998-11-08,BVNDIT,kaggle,"[0.2272727273, 0.0909090909, 0.4545454545, 0.0, 0.2272727273]"
송선,1997-03-22,TRI.BE,kaggle,"[0.2380952381, 0.0952380952, 0.1428571429, 0.0476190476, 0.4761904762]"
송이,2004-09-25,솔로,kaggle,"[0.1363636364, 0.2272727273, 0.1818181818, 0.3181818182, 0.1363636364]"
수빈,2000-12-05,TXT,kaggle,"[0.0952380952, 0.2857142857, 0.1428571429, 0.2857142857, 0.1904761905]"
수빈,1996-09-14,WJSN,kaggle,"[0.3333333333, 0.2380952381, 0.0476190476, 0.1904761905, 0.1904761905]"
수담,1999-11-09,SECRET NUMBER,kaggle,"[0.5238095238, 0.0, 0.2380952381, 0.0476190476, 0.1904761905]"
수현,1989-03-11,U-KISS,kaggle,"[0.1818181818, 0.4090909091, 0.1818181818, 0.2272727273, 0.0]"
수진,1998-03-09,솔로,kaggle,"[0.8095238095, 0.0476190476, 0.1428571429, 0.0, 0.0]"
수진,2001-12-12,Weeekly,kaggle,"[0.0, 0.1428571429, 0.2380952381, 0.4285714286, 0.1904761905]"
수정,2001-05-10,Hi-L,kaggle,"[0.0, 0.2727272727, 0.0909090909, 0.3636363636, 0.2727272727]"
수민,2007-10-03,tripleS,kaggle,"[0.0476190476, 0.2857142857, 0.1428571429, 0.380952381, 0.1428571429]"
수영,1990-02-10,SNSD,kaggle,"[0.1304347826, 0.5652173913, 0.2173913043, 0.0869565217, 0.0]"
소라,2003-08-30,woo!ah!,kaggle,"[0.2727272727, 0.0454545455, 0.1818181818, 0.2272727273, 0.2727272727]"
손,1996-11-18,CLC,kaggle,"[0.0952380952, 0.1428571429, 0.4285714286, 0.0, 0.3333333333]"
소소,2001-03-14,GWSN,kaggle,"[0.1904761905, 0.3333333333, 0.0476190476, 0.2380952381, 0.1904761905]"
소울,2005-02-01,P1Harmony,kaggle,"[0.1304347826, 0.2608695652, 0.3043478261, 0.1739130435, 0.1304347826]"
소원,1995-12-07,Gfriend,kaggle,"[0.1428571429, 0.0, 0.1428571429, 0.1428571429, 0.5714285714]"
소원,2004-12-13,TRACER,kaggle,"[0.2272727273, 0.3181818182, 0.0909090909, 0.1363636364, 0.2272727273]"
소이,1996-11-21,Gugudan,kaggle,"[0.0476190476, 0.1428571429, 0.2380952381, 0.0476190476, 0.5238095238]"
소연,1987-10-05,솔로,kaggle,"[0.25, 0.3, 0.1, 0.2, 0.15]"
소연,1998-08-26,(G)I-DLE,kaggle,"[0.3043478261, 0.1739130435, 0.2173913043, 0.2608695652, 0.0434782609]"
소연,1994-05-04,LABOUM,kaggle,"[0.2608695652, 0.0869565217, 0.3913043478, 0.2173913043, 0.0434782609]"
소유,1992-02-12,SISTAR,kaggle,"[0.1304347826, 0.2173913043, 0.3043478261, 0.1304347826, 0.2173913043]"
소영,1996-03-29,솔로,kaggle,"[0.380952381, 0.0952380952, 0.1428571429, 0.1428571429, 0.2380952381]"
소율,1991-05-15,Crayon Pop,kaggle,"[0.2272727273, 0.1818181818, 0.1818181818, 0.3181818182, 0.0909090909]"
세인트 반,1991-12-22,VAV,kaggle,"[0.1818181818, 0.2727272727, 0.1818181818, 0.1818181818, 0.1818181818]"
스티브,2002-03-09,YOUNITE,kaggle,"[0.1904761905, 0.380952381, 0.0476190476, 0.0, 0.380952381]"
스티븐,2000-01-17,Luminous,kaggle,"[0.3636363636, 0.1363636364, 0.3636363636, 0.0909090909, 0.0454545455]"
수아,2005-07-23,CSR,kaggle,"[0.1363636364, 0.0454545455, 0.3636363636, 0.3181818182, 0.1363636364]"
수아,1994-08-10,Dreamcatcher,kaggle,"[0.1304347826, 0.0434782609, 0.4782608696, 0.1739130435, 0.1739130435]"
수아,1995-03-24,Hash Tag,kaggle,"[0.6666666667, 0.0476190476, 0.1428571429, 0.0, 0.1428571429]"
수아,2003-02-24,Pixy,kaggle,"[0.3043478261, 0.0869565217, 0.4782608696, 0.0, 0.1304347826]"
수빈,1994-02-12,Dal Shabet,kaggle,"[0.2173913043, 0.3043478261, 0.3913043478, 0.0869565217, 0.0]"
수빈,1998-09-30,Hash Tag,kaggle,"[0.1818181818, 0.0454545455, 0.2727272727, 0.4545454545, 0.0454545455]"
수빈,1999-04-05,VICTON,kaggle,"[0.2857142857, 0.1904761905, 0.3333333333, 0.0, 0.1904761905]"
슈가,1993-03-09,BTS,kaggle,"[0.2857142857, 0.0, 0.3333333333, 0.2380952381, 0.1428571429]"
수경,2000-01-12,Favorite,kaggle,"[0.1818181818, 0.2272727273, 0.4545454545, 0.0909090909, 0.0454545455]"
수호,1991-05-22,EXO,kaggle,"[0.0869565217, 0.1739130435, 0.3043478261, 0.1304347826, 0.3043478261]"
수혜,2004-12-13,LIMELIGHT,kaggle,"[0.2272727273, 0.3181818182, 0.0909090909, 0.1363636364, 0.2272727273]"
수현,2000-01-15,Billlie,kaggle,"[0.1818181818, 0.0909090909, 0.2727272727, 0.1818181818, 0.2727272727]"
수현,1988-04-19,S#aFLA,kaggle,"[0.3043478261, 0.0869565217, 0.4782608696, 0.0, 0.1304347826]"
수현,1992-10-01,SNUPER,kaggle,"[0.0, 0.0454545455, 0.2727272727, 0.5454545455, 0.1363636364]"
수일,1999-03-30,Luminous,kaggle,"[0.380952381, 0.2380952381, 0.1428571429, 0.2380952381, 0.0]"
수정,1997-11-19,Lovelyz,kaggle,"[0.2272727273, 0.0909090909, 0.2727272727, 0.1818181818, 0.2272727273]"
수지,1998-03-20,UNI.T,kaggle,"[0.5454545455, 0.2727272727, 0.1818181818, 0.0, 0.0]"
수진,1996-06-26,Wassup,kaggle,"[0.2727272727, 0.4545454545, 0.0909090909, 0.0, 0.1818181818]"
석준,2000-01-31,ABLUE,kaggle,"[0.1904761905, 0.0952380952, 0.4285714286, 0.0476190476, 0.2380952381]"
설리,1994-03-29,솔로,kaggle,"[0.5909090909, 0.1818181818, 0.1818181818, 0.0454545455, 0.0]"
설윤,2004-01-26,NMIXX,kaggle,"[0.347826087, 0.0434782609, 0.3913043478, 0.0434782609, 0.1739130435]"
수민,2001-09-09,Dreamnote,kaggle,"[0.2380952381, 0.2380952381, 0.0476190476, 0.3333333333, 0.1428571429]"
수민,1994-03-03,Sonamoo,kaggle,"[0.2272727273, 0.1818181818, 0.3636363636, 0.0454545455, 0.1818181818]"
수민,2001-03-13,STAYC,kaggle,"[0.4285714286, 0.1428571429, 0.0476190476, 0.2380952381, 0.1428571429]"
수민,2004-04-07,xikers,kaggle,"[0.1739130435, 0.1739130435, 0.3913043478, 0.1304347826, 0.1304347826]"
썬제이,2001-02-13,Girlkind,kaggle,"[0.1739130435, 0.3913043478, 0.2173913043, 0.2173913043, 0.0]"
성아,1989-07-08,9Muses,kaggle,"[0.0434782609, 0.3043478261, 0.4782608696, 0.1739130435, 0.0]"
성찬,2001-09-13,NCT,kaggle,"[0.1904761905, 0.2380952381, 0.2380952381, 0.3333333333, 0.0]"
성훈,2002-12-08,ENHYPEN,kaggle,"[0.0, 0.2272727273, 0.1818181818, 0.2272727273, 0.3636363636]"
성혁,1999-08-26,솔로,kaggle,"[0.1818181818, 0.0454545455, 0.2727272727, 0.3636363636, 0.1363636364]"
성현,1996-03-16,IN2IT,kaggle,"[0.2, 0.1, 0.0, 0.1, 0.6]"
성재,1995-05-02,BtoB,kaggle,"[0.1818181818, 0.1363636364, 0.1818181818, 0.1363636364, 0.3636363636]"
성진,1993-01-16,DAY6,kaggle,"[0.0, 0.1818181818, 0.1818181818, 0.3636363636, 0.2727272727]"
성종,1993-09-03,Infinite,kaggle,"[0.0476190476, 0.1904761905, 0.0476190476, 0.4285714286, 0.2857142857]"
성주,1994-02-16,UNIQ,kaggle,"[0.2272727273, 0.1818181818, 0.1818181818, 0.2272727273, 0.1818181818]"
성준,2002-06-15,BLANK2Y,kaggle,"[0.3043478261, 0.4782608696, 0.1304347826, 0.0, 0.0869565217]"
성준,1992-12-17,Boys Republic,kaggle,"[0.1904761905, 0.1904761905, 0.0476190476, 0.1428571429, 0.4285714286]"
성준,2005-08-30,TNX,kaggle,"[0.1818181818, 0.2272727273, 0.1818181818, 0.3636363636, 0.0454545455]"
성규,1989-04-28,Infinite,kaggle,"[0.0434782609, 0.3043478261, 0.5652173913, 0.0434782609, 0.0434782609]"
성민,1990-12-31,Bigflo,kaggle,"[0.0, 0.3636363636, 0.1818181818, 0.2727272727, 0.1818181818]"
성민,1986-01-01,Super Junior,kaggle,"[0.2727272727, 0.1363636364, 0.2727272727, 0.0909090909, 0.2272727273]"
성오,1991-01-08,솔로,kaggle,"[0.1304347826, 0.2173913043, 0.4782608696, 0.1304347826, 0.0434782609]"
성운,1994-03-22,Wanna One,kaggle,"[0.3181818182, 0.3636363636, 0.2727272727, 0.0454545455, 0.0]"
성열,1991-08-27,Infinite,kaggle,"[0.0434782609, 0.2608695652, 0.3913043478, 0.2608695652, 0.0434782609]"
성연,1999-05-25,Pristin,kaggle,"[0.1818181818, 0.3181818182, 0.3636363636, 0.0909090909, 0.0454545455]"
선화,1990-10-06,솔로,kaggle,"[0.3181818182, 0.1818181818, 0.1818181818, 0.2727272727, 0.0454545455]"
선미,1992-05-02,Wonder Girls,kaggle,"[0.2608695652, 0.0434782609, 0.3913043478, 0.1304347826, 0.1739130435]"
선,2000-02-07,솔로,kaggle,"[0.3913043478, 0.0869565217, 0.3913043478, 0.0869565217, 0.0434782609]"
써니,1989-05-15,SNSD,kaggle,"[0.2272727273, 0.2727272727, 0.2727272727, 0.0909090909, 0.1363636364]"
선우,2003-06-24,ENHYPEN,kaggle,"[0.0869565217, 0.2173913043, 0.5652173913, 0.0, 0.1304347826]"
선샤인,2002-06-20,NATURE,kaggle,"[0.0434782609, 0.4782608696, 0.3913043478, 0.0, 0.0869565217]"
선우,1992-03-12,Boys Republic,kaggle,"[0.2380952381, 0.1904761905, 0.0476190476, 0.1428571429, 0.380952381]"
선우,2000-04-12,The Boyz,kaggle,"[0.0909090909, 0.0, 0.2727272727, 0.3636363636, 0.2727272727]"
선율,1996-11-06,UP10TION,kaggle,"[0.0454545455, 0.3636363636, 0.3636363636, 0.0454545455, 0.1818181818]"
수리,1994-10-11,CHECKMATE,kaggle,"[0.1739130435, 0.2608695652, 0.3043478261, 0.2608695652, 0.0]"
수린,1991-12-27,Two X,kaggle,"[0.0909090909, 0.0909090909, 0.2727272727, 0.3636363636, 0.1818181818]"
수웅,1995-01-20,Boys Republic,kaggle,"[0.1363636364, 0.1363636364, 0.2727272727, 0.2727272727, 0.1818181818]"
수연,1997-04-20,Weki Meki,kaggle,"[0.1739130435, 0.0869565217, 0.3913043478, 0.0434782609, 0.3043478261]"
수윤,2001-03-17,Rocket Punch,kaggle,"[0.380952381, 0.1428571429, 0.2380952381, 0.2380952381, 0.0]"
수지,2001-06-03,MAJORS,kaggle,"[0.0, 0.4545454545, 0.0909090909, 0.3636363636, 0.0909090909]"
수지,1994-10-10,miss A,kaggle,"[0.1739130435, 0.2173913043, 0.4782608696, 0.1304347826, 0.0]"
수안,2000-12-28,CRAXY,kaggle,"[0.0454545455, 0.0, 0.2727272727, 0.4090909091, 0.2727272727]"
수안,2003-07-11,Purple Kiss,kaggle,"[0.2727272727, 0.0909090909, 0.3636363636, 0.1818181818, 0.0909090909]"
샤,2002-09-09,BLITZERS,kaggle,"[0.0454545455, 0.1818181818, 0.2727272727, 0.3636363636, 0.1363636364]"
탑,1987-11-04,BIGBANG,kaggle,"[0.1818181818, 0.4545454545, 0.1818181818, 0.1818181818, 0.0]"
택연,1988-12-27,2PM,kaggle,"[0.1818181818, 0.1818181818, 0.3636363636, 0.0, 0.2727272727]"
태동,1997-11-07,OMEGA X,kaggle,"[0.0454545455, 0.0909090909, 0.2727272727, 0.1818181818, 0.4090909091]"
태은,2000-02-09,IM,kaggle,"[0.1818181818, 0.2272727273, 0.2727272727, 0.2727272727, 0.0454545455]"
태하,1995-10-05,솔로,kaggle,"[0.2380952381, 0.1428571429, 0.2380952381, 0.2380952381, 0.1428571429]"
태하,1998-06-03,솔로,kaggle,"[0.1304347826, 0.3913043478, 0.2173913043, 0.2608695652, 0.0]"
태헌,1989-06-18,ZE:A,kaggle,"[0.0, 0.3181818182, 0.3636363636, 0.3181818182, 0.0]"
태훈,2000-03-21,NINE.i,kaggle,"[0.3636363636, 0.0454545455, 0.4545454545, 0.0909090909, 0.0454545455]"
태훈,2002-11-19,TNX,kaggle,"[0.2380952381, 0.1904761905, 0.0476190476, 0.2857142857, 0.2380952381]"
태현,1994-05-10,솔로,kaggle,"[0.0869565217, 0.347826087, 0.3043478261, 0.2173913043, 0.0434782609]"
태현,1993-10-15,HOTSHOT,kaggle,"[0.0, 0.1818181818, 0.3636363636, 0.2727272727, 0.1818181818]"
태현,2002-02-05,TXT,kaggle,"[0.347826087, 0.2173913043, 0.2173913043, 0.0, 0.2173913043]"
태일,1990-09-24,Block B,kaggle,"[0.1363636364, 0.1818181818, 0.1818181818, 0.2727272727, 0.2272727273]"
태일,1994-06-14,NCT,kaggle,"[0.1304347826, 0.2608695652, 0.3043478261, 0.3043478261, 0.0]"
택현,2003-07-28,1the9,kaggle,"[0.2173913043, 0.1304347826, 0.3913043478, 0.0, 0.2608695652]"
태민,1993-07-18,SHINee,kaggle,"[0.0476190476, 0.0476190476, 0.2380952381, 0.380952381, 0.2857142857]"
태라,1994-04-12,Gate9,kaggle,"[0.1739130435, 0.0434782609, 0.652173913, 0.0434782609, 0.0869565217]"
태래,2002-09-05,TEMPEST,kaggle,"[0.0, 0.3636363636, 0.1818181818, 0.1363636364, 0.3181818182]"
태령,2000-12-27,LUNARSOLAR,kaggle,"[0.0909090909, 0.0454545455, 0.5454545455, 0.0909090909, 0.2272727273]"
태선,2000-09-17,TRCNG,kaggle,"[0.2727272727, 0.0454545455, 0.3636363636, 0.2727272727, 0.0454545455]"
태승,2003-12-19,솔로,kaggle,"[0.2727272727, 0.2727272727, 0.1818181818, 0.0, 0.2727272727]"
태웅,1994-05-24,SNUPER,kaggle,"[0.0869565217, 0.2173913043, 0.3913043478, 0.3043478261, 0.0]"
태양,1988-05-18,BIGBANG,kaggle,"[0.0454545455, 0.2272727273, 0.2727272727, 0.2272727273, 0.2272727273]"
태양,1997-02-28,SF9,kaggle,"[0.1304347826, 0.1304347826, 0.3043478261, 0.2608695652, 0.1739130435]"
태연,1989-03-09,SNSD,kaggle,"[0.2272727273, 0.2272727273, 0.4545454545, 0.0454545455, 0.0454545455]"
태용,1995-07-01,NCT,kaggle,"[0.1363636364, 0.3181818182, 0.0909090909, 0.0454545455, 0.4090909091]"
태영,1999-06-18,7 O'clock,kaggle,"[0.1818181818, 0.1818181818, 0.2727272727, 0.3181818182, 0.0454545455]"
태영,2003-01-27,CRAVITY,kaggle,"[0.0, 0.1818181818, 0.1818181818, 0.2272727273, 0.4090909091]"
태그,2002-09-30,Ciipher,kaggle,"[0.0, 0.1818181818, 0.2727272727, 0.4090909091, 0.1363636364]"
태그,1998-04-13,Golden Child,kaggle,"[0.3043478261, 0.1739130435, 0.3043478261, 0.1739130435, 0.0434782609]"
타쿠야,1992-03-18,CROSS GENE,kaggle,"[0.1818181818, 0.1363636364, 0.0909090909, 0.1818181818, 0.4090909091]"
탄,1996-08-25,Ciipher,kaggle,"[0.1818181818, 0.3636363636, 0.0909090909, 0.1363636364, 0.2272727273]"
타오,1993-05-02,솔로,kaggle,"[0.0909090909, 0.1363636364, 0.2727272727, 0.1818181818, 0.3181818182]"
타로,1994-11-09,Hot Blood Youth,kaggle,"[0.2857142857, 0.0476190476, 0.3333333333, 0.0476190476, 0.2857142857]"
텐,1996-02-27,NCT,kaggle,"[0.3181818182, 0.3181818182, 0.0909090909, 0.0909090909, 0.1818181818]"
테오,1997-10-22,DKB,kaggle,"[0.0, 0.3181818182, 0.2727272727, 0.3636363636, 0.0454545455]"
테리,1998-02-02,솔로,kaggle,"[0.0434782609, 0.0869565217, 0.3913043478, 0.2608695652, 0.2173913043]"
디에잇,1997-11-07,Seventeen,kaggle,"[0.0454545455, 0.0909090909, 0.2727272727, 0.1818181818, 0.4090909091]"
태오,2001-07-01,P1Harmony,kaggle,"[0.2608695652, 0.3043478261, 0.2173913043, 0.1739130435, 0.0434782609]"
천둥,1990-10-07,솔로,kaggle,"[0.2727272727, 0.3181818182, 0.0909090909, 0.3181818182, 0.0]"
티파니,1989-08-01,SNSD,kaggle,"[0.0434782609, 0.3043478261, 0.3043478261, 0.1739130435, 0.1739130435]"
티모테오,1993-01-25,HOTSHOT,kaggle,"[0.0, 0.347826087, 0.2173913043, 0.1739130435, 0.2608695652]"
티나,1994-09-01,Blady,kaggle,"[0.2173913043, 0.0869565217, 0.2173913043, 0.347826087, 0.1304347826]"
츠키,2002-09-21,Billlie,kaggle,"[0.0454545455, 0.1818181818, 0.2727272727, 0.1818181818, 0.3181818182]"
쯔위,1999-06-14,Twice,kaggle,"[0.1904761905, 0.380952381, 0.1428571429, 0.2857142857, 0.0]"
유,2001-06-22,BLANK2Y,kaggle,"[0.1304347826, 0.4782608696, 0.2173913043, 0.1304347826, 0.0434782609]"
유,1999-03-16,ONF,kaggle,"[0.6, 0.3, 0.1, 0.0, 0.0]"
유채,2002-05-07,NATURE,kaggle,"[0.3181818182, 0.3181818182, 0.0909090909, 0.0454545455, 0.2272727273]"
유이,1988-04-09,솔로,kaggle,"[0.2608695652, 0.2608695652, 0.3913043478, 0.0, 0.0869565217]"
유지,1991-01-02,솔로,kaggle,"[0.0, 0.1818181818, 0.1818181818, 0.2272727273, 0.4090909091]"
유노윤호,1986-02-06,TVXQ,kaggle,"[0.2608695652, 0.3043478261, 0.1304347826, 0.3043478261, 0.0]"
유권,1992-04-09,Block B,kaggle,"[0.5, 0.0, 0.1818181818, 0.1363636364, 0.1818181818]"
엄지,1998-08-19,VIVIZ,kaggle,"[0.1304347826, 0.0869565217, 0.4782608696, 0.2608695652, 0.0434782609]"
유시,1997-11-13,BADKIZ,kaggle,"[0.0909090909, 0.1363636364, 0.4545454545, 0.1363636364, 0.1818181818]"
뷔,1995-12-30,BTS,kaggle,"[0.380952381, 0.0476190476, 0.2380952381, 0.0, 0.3333333333]"
반,1999-05-07,NINE.i,kaggle,"[0.2272727273, 0.1818181818, 0.5454545455, 0.0454545455, 0.0]"
베리,2000-09-03,NINE.i,kaggle,"[0.3181818182, 0.0, 0.1818181818, 0.2272727273, 0.2727272727]"
버논,1998-02-18,Seventeen,kaggle,"[0.347826087, 0.2608695652, 0.2173913043, 0.1304347826, 0.0434782609]"
비아,2000-08-17,FANATICS,kaggle,"[0.1739130435, 0.2173913043, 0.3043478261, 0.2173913043, 0.0869565217]"
빅토리아,1987-02-02,f(x),kaggle,"[0.1304347826, 0.3043478261, 0.2173913043, 0.1304347826, 0.2173913043]"
비키,1988-03-28,솔로,kaggle,"[0.3181818182, 0.1818181818, 0.2727272727, 0.0, 0.2272727273]"
비타,2000-02-03,MAJORS,kaggle,"[0.380952381, 0.0952380952, 0.2380952381, 0.2380952381, 0.0476190476]"
비비,1996-12-09,LOONA,kaggle,"[0.0476190476, 0.0952380952, 0.1428571429, 0.2857142857, 0.4285714286]"
비비안,1998-12-08,Gate9,kaggle,"[0.2272727273, 0.0454545455, 0.4545454545, 0.0454545455, 0.2272727273]"
웨이,1990-07-12,Crayon Pop,kaggle,"[0.1739130435, 0.2608695652, 0.3913043478, 0.0869565217, 0.0869565217]"
웨이,1996-07-08,UP10TION,kaggle,"[0.1363636364, 0.5, 0.1818181818, 0.0, 0.1818181818]"
웬디,1994-02-21,Red Velvet,kaggle,"[0.347826087, 0.2173913043, 0.3913043478, 0.0434782609, 0.0]"
원한,1994-07-22,UNIQ,kaggle,"[0.1363636364, 0.0909090909, 0.4545454545, 0.3181818182, 0.0]"
휘인,1995-04-17,Mamamoo,kaggle,"[0.3181818182, 0.0454545455, 0.3636363636, 0.0909090909, 0.1818181818]"
윈,2004-12-19,MCND,kaggle,"[0.0909090909, 0.0909090909, 0.0909090909, 0.2727272727, 0.4545454545]"
윈디,2000-02-23,Girls' World,kaggle,"[0.2272727273, 0.0454545455, 0.2727272727, 0.2727272727, 0.1818181818]"
윈엘,1996-06-16,ABLUE,kaggle,"[0.2727272727, 0.2727272727, 0.0909090909, 0.1363636364, 0.2272727273]"
위니,1998-11-18,NINE.i,kaggle,"[0.1818181818, 0.1818181818, 0.3636363636, 0.0454545455, 0.2272727273]"
윈터,2001-01-01,aespa,kaggle,"[0.2380952381, 0.0, 0.2380952381, 0.0952380952, 0.4285714286]"
윈윈,1997-10-28,NCT,kaggle,"[0.1818181818, 0.1363636364, 0.2727272727, 0.1818181818, 0.2272727273]"
위시,2002-06-11,EPEX,kaggle,"[0.0, 0.4782608696, 0.2173913043, 0.2173913043, 0.0869565217]"
성원,2003-12-18,Ciipher,kaggle,"[0.3181818182, 0.0454545455, 0.2727272727, 0.0454545455, 0.3181818182]"
원빈,2004-07-01,ATBO,kaggle,"[0.0869565217, 0.3043478261, 0.1304347826, 0.4347826087, 0.0434782609]"
원혁,2002-02-22,E'LAST,kaggle,"[0.1363636364, 0.2272727273, 0.0909090909, 0.3636363636, 0.1818181818]"
원채,2002-12-22,Queenz Eye,kaggle,"[0.1904761905, 0.1904761905, 0.0476190476, 0.0, 0.5714285714]"
원철,1996-01-12,MY.st,kaggle,"[0.1363636364, 0.0, 0.4545454545, 0.1818181818, 0.2272727273]"
원대,1998-04-28,Dongkiz,kaggle,"[0.347826087, 0.2608695652, 0.3043478261, 0.0434782609, 0.0434782609]"
원호,1993-03-01,솔로,kaggle,"[0.2272727273, 0.1818181818, 0.0909090909, 0.4090909091, 0.0909090909]"
원진,2001-03-22,CRAVITY,kaggle,"[0.3636363636, 0.1363636364, 0.0909090909, 0.3636363636, 0.0454545455]"
원진,2003-01-01,GIDONGDAE,kaggle,"[0.1818181818, 0.2272727273, 0.1818181818, 0.0454545455, 0.3636363636]"
원준,1998-07-21,ABLUE,kaggle,"[0.1739130435, 0.2173913043, 0.5652173913, 0.0434782609, 0.0]"
원준,2002-03-08,E'LAST,kaggle,"[0.4285714286, 0.1904761905, 0.0476190476, 0.0, 0.3333333333]"
원필,1994-04-28,DAY6,kaggle,"[0.3043478261, 0.0434782609, 0.3913043478, 0.1739130435, 0.0869565217]"
원탁,1996-02-24,솔로,kaggle,"[0.3333333333, 0.1428571429, 0.0476190476, 0.2857142857, 0.1904761905]"
원우,1996-07-17,Seventeen,kaggle,"[0.5238095238, 0.1428571429, 0.1428571429, 0.0, 0.1904761905]"
워니,2004-10-04,We;Na,kaggle,"[0.1363636364, 0.1818181818, 0.1818181818, 0.3181818182, 0.1818181818]"
원영,2004-08-31,IVE,kaggle,"[0.0869565217, 0.1739130435, 0.1304347826, 0.2608695652, 0.347826087]"
우아,1997-06-20,CRAXY,kaggle,"[0.0, 0.4782608696, 0.2173913043, 0.0869565217, 0.2173913043]"
우빈,2000-10-16,CRAVITY,kaggle,"[0.0869565217, 0.347826087, 0.3913043478, 0.1304347826, 0.0434782609]"
우빈,2000-04-01,Luminous,kaggle,"[0.2272727273, 0.0, 0.5454545455, 0.1363636364, 0.0909090909]"
우철,2002-10-02,Newkidd,kaggle,"[0.1904761905, 0.1904761905, 0.1428571429, 0.1904761905, 0.2857142857]"
우담,1995-08-02,D1CE,kaggle,"[0.3636363636, 0.0454545455, 0.2727272727, 0.0454545455, 0.2727272727]"
우희,1991-11-21,Dal Shabet,kaggle,"[0.3181818182, 0.0909090909, 0.3636363636, 0.0909090909, 0.1363636364]"
우현,1991-02-08,Infinite,kaggle,"[0.1818181818, 0.0909090909, 0.3636363636, 0.3636363636, 0.0]"
우진,1997-04-08,솔로,kaggle,"[0.1739130435, 0.0869565217, 0.3913043478, 0.2173913043, 0.1304347826]"
우진,1999-11-02,AB6IX,kaggle,"[0.2727272727, 0.2272727273, 0.4545454545, 0.0454545455, 0.0]"
우진,2003-04-07,Ghost9,kaggle,"[0.0869565217, 0.1739130435, 0.3913043478, 0.2173913043, 0.1304347826]"
우진,1996-11-22,MY.st,kaggle,"[0.1, 0.1, 0.1, 0.0, 0.7]"
우진,2003-04-03,TheEastLight,kaggle,"[0.3181818182, 0.4090909091, 0.1818181818, 0.0, 0.0909090909]"
우주,1996-09-18,14U,kaggle,"[0.0, 0.380952381, 0.2380952381, 0.1904761905, 0.1904761905]"
우주,1996-08-12,Wassup,kaggle,"[0.0, 0.3181818182, 0.0909090909, 0.3636363636, 0.2272727273]"
우주,2004-01-21,BLITZERS,kaggle,"[0.1818181818, 0.0454545455, 0.4545454545, 0.0454545455, 0.2727272727]"
우림,1996-08-29,Playback,kaggle,"[0.0, 0.2272727273, 0.3636363636, 0.1818181818, 0.2272727273]"
웅기,2002-04-23,TOO,kaggle,"[0.1363636364, 0.1818181818, 0.1818181818, 0.3636363636, 0.1363636364]"
우노,2003-04-05,YOUNITE,kaggle,"[0.0869565217, 0.1304347826, 0.4782608696, 0.1304347826, 0.1739130435]"
우리,1988-02-22,Rainbow,kaggle,"[0.3043478261, 0.2608695652, 0.3913043478, 0.0, 0.0434782609]"
우석,1998-01-31,PENTAGON,kaggle,"[0.1304347826, 0.1304347826, 0.4782608696, 0.0869565217, 0.1739130435]"
우신,1996-10-27,UP10TION,kaggle,"[0.0, 0.3333333333, 0.2380952381, 0.2380952381, 0.1904761905]"
우수,1999-11-23,IZ,kaggle,"[0.55, 0.0, 0.3, 0.0, 0.15]"
우성,1994-09-24,SNUPER,kaggle,"[0.0909090909, 0.0454545455, 0.2727272727, 0.2727272727, 0.3181818182]"
우연,2003-02-11,woo!ah!,kaggle,"[0.6363636364, 0.0909090909, 0.1818181818, 0.0, 0.0909090909]"
우엽,2000-09-27,TRCNG,kaggle,"[0.1428571429, 0.0, 0.3333333333, 0.2857142857, 0.2380952381]"
우영,1989-04-30,2PM,kaggle,"[0.0434782609, 0.1304347826, 0.3913043478, 0.347826087, 0.0869565217]"
우영,2003-06-29,AIMERS,kaggle,"[0.0454545455, 0.2272727273, 0.2727272727, 0.1818181818, 0.2727272727]"
우영,1999-11-26,ATEEZ,kaggle,"[0.3333333333, 0.1904761905, 0.1428571429, 0.0, 0.3333333333]"
우지,1996-11-22,Seventeen,kaggle,"[0.1, 0.1, 0.1, 0.0, 0.7]"
와우,1993-02-28,A.C.E,kaggle,"[0.2727272727, 0.0454545455, 0.1818181818, 0.3636363636, 0.1363636364]"
와이엇,1995-01-23,ONF,kaggle,"[0.3913043478, 0.1739130435, 0.3043478261, 0.0869565217, 0.0434782609]"
세흔,1999-07-11,Girlkind,kaggle,"[0.4285714286, 0.0476190476, 0.2380952381, 0.0952380952, 0.1904761905]"
젠,1998-02-20,OMEGA X,kaggle,"[0.347826087, 0.1304347826, 0.4782608696, 0.0434782609, 0.0]"
제로,1994-02-03,Topp Dogg,kaggle,"[0.0909090909, 0.0, 0.1818181818, 0.5454545455, 0.1818181818]"
시아 준수,1986-12-15,JYJ,kaggle,"[0.1363636364, 0.2727272727, 0.0909090909, 0.1363636364, 0.3636363636]"
샤오,1998-12-13,UP10TION,kaggle,"[0.4090909091, 0.2272727273, 0.1818181818, 0.0, 0.1818181818]"
샤오팅,1999-11-12,Kep1er,kaggle,"[0.380952381, 0.0, 0.4285714286, 0.0, 0.1904761905]"
씬,1996-11-10,VARSITY,kaggle,"[0.1, 0.1, 0.1, 0.2, 0.5]"
시온,2000-01-10,Oneus,kaggle,"[0.380952381, 0.2857142857, 0.2380952381, 0.0476190476, 0.0476190476]"
시우민,1990-03-26,EXO,kaggle,"[0.3181818182, 0.2272727273, 0.1818181818, 0.2727272727, 0.0]"
